loss,norm_1,norm_2,norm_3
2.312262535095215,0.16613945364952087,0.04158454015851021,0.017739128321409225
2.6073553562164307,0.18613944947719574,0.06074179708957672,0.03237933665513992
2.295340061187744,0.2046387940645218,0.07198122888803482,0.04103552922606468
2.251037836074829,0.22306415438652039,0.08319112658500671,0.0500715896487236
2.1559221744537354,0.24138665199279785,0.09436710923910141,0.059218138456344604
2.0497803688049316,0.2594025731086731,0.10540851205587387,0.06831180304288864
1.9651533365249634,0.27715450525283813,0.11621297895908356,0.07719381898641586
1.7041875123977661,0.29457446932792664,0.12664420902729034,0.08569253236055374
1.4588477611541748,0.3116241991519928,0.13676699995994568,0.09381851553916931
1.2822597026824951,0.32842153310775757,0.14672346413135529,0.10167600214481354
1.1949074268341064,0.3448575437068939,0.15634381771087646,0.10919981449842453
0.9559915661811829,0.36096057295799255,0.1656910926103592,0.11637654155492783
0.869401752948761,0.3768414556980133,0.17488792538642883,0.12333039939403534
1.0638443231582642,0.39236944913864136,0.1838463991880417,0.13009987771511078
1.0511187314987183,0.40755993127822876,0.1925685852766037,0.13664521276950836
0.819101095199585,0.4222692549228668,0.2011469155550003,0.14302432537078857
0.804983377456665,0.4366573393344879,0.20959921181201935,0.1492466777563095
0.6490219831466675,0.45071926712989807,0.2178962528705597,0.15527395904064178
0.7629340887069702,0.4644555151462555,0.2259943187236786,0.16113531589508057
1.3962302207946777,0.47783681750297546,0.23373381793498993,0.16673985123634338
0.7984681129455566,0.49066004157066345,0.24120034277439117,0.1721784770488739
0.7576623558998108,0.5031968355178833,0.2485916167497635,0.17750249803066254
0.6584674119949341,0.5154293179512024,0.25588083267211914,0.18277496099472046
0.8729411959648132,0.5274168252944946,0.2630297839641571,0.18798547983169556
0.8702228665351868,0.5391324162483215,0.27003446221351624,0.19313235580921173
0.7840740084648132,0.5505857467651367,0.2769024670124054,0.19818559288978577
0.5453559756278992,0.5617826581001282,0.28366580605506897,0.20315855741500854
0.47213128209114075,0.5727702379226685,0.2903693616390228,0.2080783247947693
1.1047253608703613,0.5835388898849487,0.29697027802467346,0.2129094898700714
0.3918173611164093,0.5939812064170837,0.30342763662338257,0.21761131286621094
1.0503871440887451,0.6042706370353699,0.30984729528427124,0.22227750718593597
0.40047377347946167,0.6143154501914978,0.3162013590335846,0.22691459953784943
0.38547438383102417,0.624193012714386,0.32247719168663025,0.23152488470077515
0.218645840883255,0.6339097023010254,0.328713059425354,0.23611025512218475
0.32309645414352417,0.643475353717804,0.334898442029953,0.2406666874885559
0.37215518951416016,0.6528835296630859,0.3410262167453766,0.24521097540855408
0.5937667489051819,0.6621228456497192,0.3470936715602875,0.249718576669693
0.6741904616355896,0.6711609959602356,0.3531126081943512,0.2542124390602112
0.5256341099739075,0.6799920201301575,0.35906609892845154,0.2586643695831299
0.32477307319641113,0.6886362433433533,0.36498329043388367,0.26307255029678345
0.23718366026878357,0.6971364617347717,0.37086889147758484,0.2674635648727417
0.5021023154258728,0.7054865956306458,0.37672290205955505,0.2718437612056732
